stage,task,width,load,seed,family,d,steps,baseline_accuracy,smat_accuracy,gap_pp,query_blind_oracle_accuracy,baseline_parameters,smat_parameters,baseline_binding_gap_pp,smat_binding_gap_pp
main500,state,64,8,123,gdn,2,500,0.11334228515625,0.07415771484375,-3.91845703125,0.256591796875,39592,47588,-0.05493164062499897,0.09155273437500062
main500,state,64,8,123,gdn,3,500,0.11334228515625,0.07763671875,-3.570556640625,0.256591796875,39592,54328,-0.05493164062499897,-0.132242838541666
main500,state,64,8,123,gdn,4,500,0.11334228515625,0.0626220703125,-5.072021484375,0.256591796875,39592,58724,-0.05493164062499897,-0.08138020833333277
main500,state,64,8,123,gdn_current,2,500,0.1048583984375,0.10626220703125,0.140380859375,0.256591796875,39592,47588,0.13427734375000094,-0.010172526041665639
main500,state,64,8,123,gdn_current,3,500,0.1048583984375,0.06591796875,-3.89404296875,0.256591796875,39592,54328,0.13427734375000094,-0.07731119791666612
main500,state,64,8,123,gdn_current,4,500,0.1048583984375,0.0797119140625,-2.5146484375,0.256591796875,39592,58724,0.13427734375000094,-0.014241536458332572
main500,state,64,8,123,mamba2,2,500,0.06585693359375,0.06585693359375,0.0,0.256591796875,74480,89072,0.024414062500000597,0.05493164062500061
main500,state,64,8,123,mamba2,3,500,0.06585693359375,0.0657958984375,-0.006103515625,0.256591796875,74480,116032,0.024414062500000597,-0.07527669270833275
main500,state,64,8,123,mamba2,4,500,0.06585693359375,0.06585693359375,0.0,0.256591796875,74480,133616,0.024414062500000597,-0.10375976562499935
main500,variable,64,128,123,gdn_current,2,500,0.0654296875,0.066650390625,0.1220703125,0.108642578125,55976,67092,0.28758612204724443,0.37293922244094546
main500,variable,64,128,123,gdn_current,3,500,0.0654296875,0.0625,-0.29296875,0.108642578125,55976,98768,0.28758612204724443,0.015186700295275964
main500,variable,64,128,123,gdn_current,4,500,0.0654296875,0.06640625,0.09765625,0.108642578125,55976,109876,0.28758612204724443,0.39024052657480346
main500,variable,64,128,123,mamba2,2,500,0.065673828125,0.067138671875,0.146484375,0.108642578125,90864,117936,0.2956600639763783,0.4819374384842522
main500,variable,64,128,123,mamba2,3,500,0.065673828125,0.06787109375,0.2197265625,0.108642578125,90864,244640,0.2956600639763783,0.5059670275590555
main500,variable,64,128,123,mamba2,4,500,0.065673828125,0.0654296875,-0.0244140625,0.108642578125,90864,289072,0.2956600639763783,0.3191129429133861
main500,variable,64,16,123,gdn_current,2,500,0.06494140625,0.0654296875,0.048828125,0.193359375,55976,64492,0.37109375000000044,0.30761718750000044
main500,variable,64,16,123,gdn_current,3,500,0.06494140625,0.06298828125,-0.1953125,0.193359375,55976,77984,0.37109375000000044,0.17089843750000044
main500,variable,64,16,123,gdn_current,4,500,0.06494140625,0.06689453125,0.1953125,0.193359375,55976,109876,0.37109375000000044,0.6038411458333338
main500,variable,64,16,123,mamba2,2,500,0.0693359375,0.069091796875,-0.0244140625,0.193359375,90864,107536,0.7926432291666671,0.7763671875000006
main500,variable,64,16,123,mamba2,3,500,0.0693359375,0.069580078125,0.0244140625,0.193359375,90864,161504,0.7926432291666671,0.9114583333333339
main500,variable,64,16,123,mamba2,4,500,0.0693359375,0.070068359375,0.0732421875,0.193359375,90864,289072,0.7926432291666671,0.8886718750000004
main500,variable,64,2,123,gdn,2,500,0.33056640625,0.064208984375,-26.6357421875,0.541015625,55976,62932,-1.5869140625,0.5615234375
main500,variable,64,2,123,gdn_current,2,500,0.33056640625,0.1396484375,-19.091796875,0.541015625,55976,62932,-1.5869140625,0.9033203125
main500,variable,64,2,123,gdn_current,3,500,0.33056640625,0.25439453125,-7.6171875,0.541015625,55976,70712,-1.5869140625,0.341796875
main500,variable,64,2,123,gdn_current,4,500,0.33056640625,0.06640625,-26.416015625,0.541015625,55976,75108,-1.5869140625,0.4638671875
main500,variable,64,2,123,mamba2,2,500,0.286865234375,0.442626953125,15.576171875,0.541015625,90864,101296,-1.0498046875,-2.8076171875
main500,variable,64,2,123,mamba2,3,500,0.286865234375,0.32666015625,3.9794921875,0.541015625,90864,132416,-1.0498046875,-0.439453125
main500,variable,64,2,123,mamba2,4,500,0.286865234375,0.26513671875,-2.1728515625,0.541015625,90864,150000,-1.0498046875,-0.537109375
main500,variable,64,32,123,gdn_current,2,500,0.066162109375,0.065185546875,-0.09765625,0.155029296875,55976,64492,0.4197643649193559,0.3630607358870979
main500,variable,64,32,123,gdn_current,3,500,0.066162109375,0.065673828125,-0.048828125,0.155029296875,55976,77984,0.4197643649193559,0.31974546370967843
main500,variable,64,32,123,gdn_current,4,500,0.066162109375,0.06689453125,0.0732421875,0.155029296875,55976,109876,0.4197643649193559,0.4937941028225817
main500,variable,64,32,123,mamba2,2,500,0.065185546875,0.065185546875,0.0,0.155029296875,90864,107536,0.2583165322580656,0.26304183467742037
main500,variable,64,32,123,mamba2,3,500,0.065185546875,0.06494140625,-0.0244140625,0.155029296875,90864,161504,0.2583165322580656,0.25752898185483974
main500,variable,64,32,123,mamba2,4,500,0.065185546875,0.062744140625,-0.244140625,0.155029296875,90864,289072,0.2583165322580656,0.027564264112904264
main500,variable,64,4,123,gdn_current,2,500,0.066162109375,0.063232421875,-0.29296875,0.33935546875,55976,62932,0.09765625000000047,0.12207031250000057
main500,variable,64,4,123,gdn_current,3,500,0.066162109375,0.0615234375,-0.4638671875,0.33935546875,55976,70712,0.09765625000000047,0.19531250000000053
main500,variable,64,4,123,gdn_current,4,500,0.066162109375,0.063232421875,-0.29296875,0.33935546875,55976,75108,0.09765625000000047,0.008138020833333912
main500,variable,64,4,123,mamba2,2,500,0.099609375,0.077392578125,-2.2216796875,0.33935546875,90864,101296,0.2929687500000009,-0.3987630208333326
main500,variable,64,4,123,mamba2,3,500,0.099609375,0.060546875,-3.90625,0.33935546875,90864,132416,0.2929687500000009,0.2848307291666673
main500,variable,64,4,123,mamba2,4,500,0.099609375,0.127197265625,2.7587890625,0.33935546875,90864,150000,0.2929687500000009,-0.9033203124999987
main500,variable,64,64,123,gdn_current,2,500,0.064208984375,0.062255859375,-0.1953125,0.11962890625,55976,65532,0.06316654265873063,-0.14067150297619013
main500,variable,64,64,123,gdn_current,3,500,0.064208984375,0.060791015625,-0.341796875,0.11962890625,55976,77984,0.06316654265873063,-0.25731646825396803
main500,variable,64,64,123,gdn_current,4,500,0.064208984375,0.05908203125,-0.5126953125,0.11962890625,55976,109876,0.06316654265873063,-0.411551339285714
main500,variable,64,64,123,mamba2,2,500,0.0615234375,0.061279296875,-0.0244140625,0.11962890625,90864,111696,-0.17361111111111094,-0.19182477678571414
main500,variable,64,64,123,mamba2,3,500,0.0615234375,0.0615234375,0.0,0.11962890625,90864,161504,-0.17361111111111094,-0.17361111111111094
main500,variable,64,64,123,mamba2,4,500,0.0615234375,0.063720703125,0.2197265625,0.11962890625,90864,289072,-0.17361111111111094,0.07634238591269882
main500,variable,64,8,123,gdn_current,2,500,0.059326171875,0.05322265625,-0.6103515625,0.26953125,55976,63972,-0.19531249999999906,-0.8684430803571421
main500,variable,64,8,123,gdn_current,3,500,0.059326171875,0.0546875,-0.4638671875,0.26953125,55976,70712,-0.19531249999999906,-0.7359095982142847
main500,variable,64,8,123,gdn_current,4,500,0.059326171875,0.0537109375,-0.5615234375,0.26953125,55976,75108,-0.19531249999999906,-0.8649553571428561
main500,variable,64,8,123,mamba2,2,500,0.053466796875,0.053466796875,0.0,0.26953125,90864,105456,-0.8614676339285705,-0.8614676339285705
main500,variable,64,8,123,mamba2,3,500,0.053466796875,0.053466796875,0.0,0.26953125,90864,132416,-0.8614676339285705,-0.8614676339285705
main500,variable,64,8,123,mamba2,4,500,0.053466796875,0.053466796875,0.0,0.26953125,90864,150000,-0.8614676339285705,-0.8614676339285705
screen500,state,32,16,123,gdn,2,500,0.06671142578125,0.06451416015625,-0.2197265625,0.19189453125,20200,24492,,
screen500,state,32,16,123,gdn,3,500,0.06671142578125,0.06219482421875,-0.45166015625,0.19189453125,20200,31328,,
screen500,state,32,16,123,gdn,4,500,0.06671142578125,0.0625,-0.421142578125,0.19189453125,20200,47476,,
screen500,state,32,16,123,gdn_current,2,500,0.06671142578125,0.0618896484375,-0.482177734375,0.19189453125,20200,24492,0.3295898437500006,-0.2807617187499994
screen500,state,32,16,123,gdn_current,3,500,0.06671142578125,0.064208984375,-0.250244140625,0.19189453125,20200,31328,0.3295898437500006,0.05289713541666726
screen500,state,32,16,123,gdn_current,4,500,0.06671142578125,0.0634765625,-0.323486328125,0.19189453125,20200,47476,0.3295898437500006,-0.04272460937499942
screen500,state,32,16,123,mamba2,2,500,0.06427001953125,0.06402587890625,-0.0244140625,0.19189453125,24856,29096,,
screen500,state,32,16,123,mamba2,3,500,0.06427001953125,0.06304931640625,-0.1220703125,0.19189453125,24856,42768,,
screen500,state,32,16,123,mamba2,4,500,0.06427001953125,0.0614013671875,-0.286865234375,0.19189453125,24856,75064,,
screen500,state,32,32,123,gdn,2,500,0.06085205078125,0.06158447265625,0.0732421875,0.14947509765625,20200,24492,,
screen500,state,32,32,123,gdn,3,500,0.06085205078125,0.06097412109375,0.01220703125,0.14947509765625,20200,31328,,
screen500,state,32,32,123,gdn,4,500,0.06085205078125,0.06207275390625,0.1220703125,0.14947509765625,20200,47476,,
screen500,state,32,32,123,gdn_current,2,500,0.06085205078125,0.06134033203125,0.048828125,0.14947509765625,20200,24492,-0.04272460937499946,0.12003580729166717
screen500,state,32,32,123,gdn_current,3,500,0.06085205078125,0.05926513671875,-0.15869140625,0.14947509765625,20200,31328,-0.04272460937499946,-0.27058919270833276
screen500,state,32,32,123,gdn_current,4,500,0.06085205078125,0.05987548828125,-0.09765625,0.14947509765625,20200,47476,-0.04272460937499946,-0.03662109374999948
screen500,state,32,32,123,mamba2,2,500,0.06134033203125,0.06085205078125,-0.048828125,0.14947509765625,24856,29096,,
screen500,state,32,32,123,mamba2,3,500,0.06134033203125,0.0626220703125,0.128173828125,0.14947509765625,24856,42768,,
screen500,state,32,32,123,mamba2,4,500,0.06134033203125,0.06085205078125,-0.048828125,0.14947509765625,24856,75064,,
screen500,state,32,4,123,gdn,2,500,0.5467529296875,0.533935546875,-1.28173828125,0.3360595703125,20200,23700,,
screen500,state,32,4,123,gdn,3,500,0.5467529296875,0.06292724609375,-48.382568359375,0.3360595703125,20200,27640,,
screen500,state,32,4,123,gdn,4,500,0.5467529296875,0.06243896484375,-48.431396484375,0.3360595703125,20200,29860,,
screen500,state,32,4,123,gdn_current,2,500,0.5467529296875,0.1458740234375,-40.087890625,0.3360595703125,20200,23700,42.946370442708336,5.552164713541667
screen500,state,32,4,123,gdn_current,3,500,0.5467529296875,0.064208984375,-48.25439453125,0.3360595703125,20200,27640,42.946370442708336,0.14851888020833393
screen500,state,32,4,123,gdn_current,4,500,0.5467529296875,0.33837890625,-20.83740234375,0.3360595703125,20200,29860,42.946370442708336,19.201660156250004
screen500,state,32,4,123,mamba2,2,500,0.06390380859375,0.1610107421875,9.710693359375,0.3360595703125,24856,27512,,
screen500,state,32,4,123,mamba2,3,500,0.06390380859375,0.06158447265625,-0.23193359375,0.3360595703125,24856,35392,,
screen500,state,32,4,123,mamba2,4,500,0.06390380859375,0.06396484375,0.006103515625,0.3360595703125,24856,39832,,
screen500,state,32,8,123,gdn,2,500,0.11627197265625,0.065673828125,-5.059814453125,0.256591796875,20200,24228,,
screen500,state,32,8,123,gdn,3,500,0.11627197265625,0.0643310546875,-5.194091796875,0.256591796875,20200,27640,,
screen500,state,32,8,123,gdn,4,500,0.11627197265625,0.06195068359375,-5.43212890625,0.256591796875,20200,29860,,
screen500,state,32,8,123,gdn_current,2,500,0.11627197265625,0.06512451171875,-5.11474609375,0.256591796875,20200,24228,1.3997395833333344,0.14038085937500064
screen500,state,32,8,123,gdn_current,3,500,0.11627197265625,0.06719970703125,-4.9072265625,0.256591796875,20200,27640,1.3997395833333344,0.2421061197916673
screen500,state,32,8,123,gdn_current,4,500,0.11627197265625,0.067626953125,-4.864501953125,0.256591796875,20200,29860,1.3997395833333344,0.0630696614583339
screen500,state,32,8,123,mamba2,2,500,0.06451416015625,0.065185546875,0.067138671875,0.256591796875,24856,28568,,
screen500,state,32,8,123,mamba2,3,500,0.06451416015625,0.06329345703125,-0.1220703125,0.256591796875,24856,35392,,
screen500,state,32,8,123,mamba2,4,500,0.06451416015625,0.06549072265625,0.09765625,0.256591796875,24856,39832,,
screen500,variable,32,16,123,gdn,2,500,0.065673828125,0.069580078125,0.390625,0.193359375,28392,32684,,
screen500,variable,32,16,123,gdn,3,500,0.065673828125,0.061767578125,-0.390625,0.193359375,28392,39520,,
screen500,variable,32,16,123,gdn,4,500,0.065673828125,0.072021484375,0.634765625,0.193359375,28392,55668,,
screen500,variable,32,16,123,gdn_current,2,500,0.065673828125,0.06787109375,0.2197265625,0.193359375,28392,32684,0.4817708333333337,0.6363932291666671
screen500,variable,32,16,123,gdn_current,3,500,0.065673828125,0.068603515625,0.29296875,0.193359375,28392,39520,0.4817708333333337,0.7714843750000003
screen500,variable,32,16,123,gdn_current,4,500,0.065673828125,0.069091796875,0.341796875,0.193359375,28392,55668,0.4817708333333337,0.7307942708333336
screen500,variable,32,16,123,mamba2,2,500,0.06982421875,0.069580078125,-0.0244140625,0.193359375,33048,37288,,
screen500,variable,32,16,123,mamba2,3,500,0.06982421875,0.070068359375,0.0244140625,0.193359375,33048,50960,,
screen500,variable,32,16,123,mamba2,4,500,0.06982421875,0.06982421875,0.0,0.193359375,33048,83256,,
screen500,variable,32,2,123,gdn,2,500,0.155029296875,0.06396484375,-9.1064453125,0.541015625,28392,31892,,
screen500,variable,32,2,123,gdn,3,500,0.155029296875,0.124755859375,-3.02734375,0.541015625,28392,35832,,
screen500,variable,32,2,123,gdn,4,500,0.155029296875,0.06396484375,-9.1064453125,0.541015625,28392,38052,,
screen500,variable,32,2,123,gdn_current,2,500,0.155029296875,0.0634765625,-9.1552734375,0.541015625,28392,31892,1.220703125,0.3662109375
screen500,variable,32,2,123,gdn_current,3,500,0.155029296875,0.137939453125,-1.708984375,0.541015625,28392,35832,1.220703125,0.2197265625
screen500,variable,32,2,123,gdn_current,4,500,0.155029296875,0.06787109375,-8.7158203125,0.541015625,28392,38052,1.220703125,0.341796875
screen500,variable,32,2,123,mamba2,2,500,0.187255859375,0.063720703125,-12.353515625,0.541015625,33048,35704,,
screen500,variable,32,2,123,mamba2,3,500,0.187255859375,0.063720703125,-12.353515625,0.541015625,33048,43584,,
screen500,variable,32,2,123,mamba2,4,500,0.187255859375,0.06298828125,-12.4267578125,0.541015625,33048,48024,,
screen500,variable,32,4,123,gdn,2,500,0.0634765625,0.064453125,0.09765625,0.33935546875,28392,31892,,
screen500,variable,32,4,123,gdn,3,500,0.0634765625,0.063232421875,-0.0244140625,0.33935546875,28392,35832,,
screen500,variable,32,4,123,gdn,4,500,0.0634765625,0.056640625,-0.68359375,0.33935546875,28392,38052,,
screen500,variable,32,4,123,gdn_current,2,500,0.0634765625,0.062744140625,-0.0732421875,0.33935546875,28392,31892,0.16276041666666735,0.130208333333334
screen500,variable,32,4,123,gdn_current,3,500,0.0634765625,0.064208984375,0.0732421875,0.33935546875,28392,35832,0.16276041666666735,0.04069010416666721
screen500,variable,32,4,123,gdn_current,4,500,0.0634765625,0.062744140625,-0.0732421875,0.33935546875,28392,38052,0.16276041666666735,0.276692708333334
screen500,variable,32,4,123,mamba2,2,500,0.06103515625,0.062744140625,0.1708984375,0.33935546875,33048,35704,,
screen500,variable,32,4,123,mamba2,3,500,0.06103515625,0.063720703125,0.2685546875,0.33935546875,33048,43584,,
screen500,variable,32,4,123,mamba2,4,500,0.06103515625,0.065185546875,0.4150390625,0.33935546875,33048,48024,,
screen500,variable,32,8,123,gdn,2,500,0.055908203125,0.053466796875,-0.244140625,0.26953125,28392,32420,,
screen500,variable,32,8,123,gdn,3,500,0.055908203125,0.053955078125,-0.1953125,0.26953125,28392,35832,,
screen500,variable,32,8,123,gdn,4,500,0.055908203125,0.054931640625,-0.09765625,0.26953125,28392,38052,,
screen500,variable,32,8,123,gdn_current,2,500,0.055908203125,0.0537109375,-0.2197265625,0.26953125,28392,32420,-0.5092075892857133,-0.8405412946428561
screen500,variable,32,8,123,gdn_current,3,500,0.055908203125,0.052978515625,-0.29296875,0.26953125,28392,35832,-0.5092075892857133,-0.8789062499999991
screen500,variable,32,8,123,gdn_current,4,500,0.055908203125,0.05419921875,-0.1708984375,0.26953125,28392,38052,-0.5092075892857133,-0.8300781249999991
screen500,variable,32,8,123,mamba2,2,500,0.053466796875,0.053466796875,0.0,0.26953125,33048,36760,,
screen500,variable,32,8,123,mamba2,3,500,0.053466796875,0.053466796875,0.0,0.26953125,33048,43584,,
screen500,variable,32,8,123,mamba2,4,500,0.053466796875,0.053466796875,0.0,0.26953125,33048,48024,,
tiny,state,32,16,123,gdn,3,200,0.05810546875,0.05712890625,-0.09765625,,20200,31328,,
tiny,state,32,16,123,mamba2,3,200,0.058349609375,0.057861328125,-0.048828125,,24856,42768,,
tiny,state,32,64,123,gdn,3,200,0.059814453125,0.06201171875,0.2197265625,,20200,31328,,
tiny,state,32,64,123,mamba2,3,200,0.060546875,0.0615234375,0.09765625,,24856,42768,,
tiny,variable,32,32,123,gdn,3,200,0.0673828125,0.0615234375,-0.5859375,,28392,39520,,
tiny,variable,32,32,123,mamba2,3,200,0.05078125,0.05078125,0.0,,33048,50960,,
tiny,variable,32,8,123,gdn,3,200,0.0693359375,0.064453125,-0.48828125,,28392,39520,,
tiny,variable,32,8,123,mamba2,3,200,0.05078125,0.0556640625,0.48828125,,33048,50960,,
tiny1000,state,32,16,123,gdn,3,1000,0.05517578125,0.057373046875,0.2197265625,,20200,31328,,
tiny1000,state,32,16,123,mamba2,3,1000,0.055908203125,0.056884765625,0.09765625,,24856,42768,,
tiny1000,state,32,64,123,gdn,3,1000,0.0673828125,0.0673828125,0.0,,20200,31328,,
tiny1000,state,32,64,123,mamba2,3,1000,0.0673828125,0.0673828125,0.0,,24856,42768,,
tiny1000,variable,32,32,123,gdn,3,1000,0.0595703125,0.0537109375,-0.5859375,,28392,39520,,
tiny1000,variable,32,32,123,mamba2,3,1000,0.06640625,0.0625,-0.390625,,33048,50960,,
tiny1000,variable,32,8,123,gdn,3,1000,0.0712890625,0.064453125,-0.68359375,,28392,39520,,
tiny1000,variable,32,8,123,mamba2,3,1000,0.0712890625,0.0712890625,0.0,,33048,50960,,
