accuracy,complete,d,elapsed_seconds,eval_loss,exact_accuracy,family,last_value_accuracy,load,majority_value_accuracy,parameters,query_blind_oracle_accuracy,seed,sequence_length,stage,steps,task,test_sha256,trainable_parameters,validation_sha256,width
0.06982421875,True,4,18.303209641948342,2.782361226156354,0.06982421875,mamba2,0.13330078125,16,0.193359375,83256,0.193359375,123,256,screen500,500,variable,bf7805bee072b6fa90d12e442dce61bc58852f3cb3141346b3c1919fc6499fb7,75320,3f39b684b43011165efab3268c8701b76e6f99fd834ad96fda7e400de95d3b6c,32
0.155029296875,True,1,9.312292003072798,2.46341535076499,0.155029296875,gdn,0.526123046875,2,0.541015625,28392,0.541015625,123,64,screen500,500,variable,7b600ff3b04976f1ccb61e8ff308b29caf51cb850038a3e5a268c2f06fba9f9c,28392,a4d804234a611d42451a70be0188faf78eee502630f2b30503513b8a0db77da7,32
0.06396484375,True,2,22.793121509021148,2.7815268598496914,0.06396484375,gdn,0.526123046875,2,0.541015625,31892,0.541015625,123,64,screen500,500,variable,7b600ff3b04976f1ccb61e8ff308b29caf51cb850038a3e5a268c2f06fba9f9c,31892,a4d804234a611d42451a70be0188faf78eee502630f2b30503513b8a0db77da7,32
0.124755859375,True,3,23.833790061995387,2.5530627630650997,0.124755859375,gdn,0.526123046875,2,0.541015625,35832,0.541015625,123,64,screen500,500,variable,7b600ff3b04976f1ccb61e8ff308b29caf51cb850038a3e5a268c2f06fba9f9c,35064,a4d804234a611d42451a70be0188faf78eee502630f2b30503513b8a0db77da7,32
0.06396484375,True,4,24.74300066777505,2.7823023218661547,0.06396484375,gdn,0.526123046875,2,0.541015625,38052,0.541015625,123,64,screen500,500,variable,7b600ff3b04976f1ccb61e8ff308b29caf51cb850038a3e5a268c2f06fba9f9c,36388,a4d804234a611d42451a70be0188faf78eee502630f2b30503513b8a0db77da7,32
0.187255859375,True,1,23.315795209025964,2.291429905220866,0.187255859375,mamba2,0.526123046875,2,0.541015625,33048,0.541015625,123,64,screen500,500,variable,7b600ff3b04976f1ccb61e8ff308b29caf51cb850038a3e5a268c2f06fba9f9c,33048,a4d804234a611d42451a70be0188faf78eee502630f2b30503513b8a0db77da7,32
0.063720703125,True,2,16.5456210100092,2.7796260453760624,0.063720703125,mamba2,0.526123046875,2,0.541015625,35704,0.541015625,123,64,screen500,500,variable,7b600ff3b04976f1ccb61e8ff308b29caf51cb850038a3e5a268c2f06fba9f9c,35704,a4d804234a611d42451a70be0188faf78eee502630f2b30503513b8a0db77da7,32
0.063720703125,True,3,17.347483272198588,2.7800177186727524,0.063720703125,mamba2,0.526123046875,2,0.541015625,43584,0.541015625,123,64,screen500,500,variable,7b600ff3b04976f1ccb61e8ff308b29caf51cb850038a3e5a268c2f06fba9f9c,42048,a4d804234a611d42451a70be0188faf78eee502630f2b30503513b8a0db77da7,32
0.06298828125,True,4,17.987452975008637,2.7798483353108168,0.06298828125,mamba2,0.526123046875,2,0.541015625,48024,0.541015625,123,64,screen500,500,variable,7b600ff3b04976f1ccb61e8ff308b29caf51cb850038a3e5a268c2f06fba9f9c,44696,a4d804234a611d42451a70be0188faf78eee502630f2b30503513b8a0db77da7,32
0.0634765625,True,1,9.220258431974798,2.7813245449215174,0.0634765625,gdn,0.300048828125,4,0.33935546875,28392,0.33935546875,123,64,screen500,500,variable,30f5a8f4838c5fe1b4d0b6969b274b42091b53854a0e7437610f620bc6d53cca,28392,7947fd9031956a2ff5367fff32187300687cf71125bb1e073065202fa47e29d1,32
0.064453125,True,2,22.79593295417726,2.784546907991171,0.064453125,gdn,0.300048828125,4,0.33935546875,31892,0.33935546875,123,64,screen500,500,variable,30f5a8f4838c5fe1b4d0b6969b274b42091b53854a0e7437610f620bc6d53cca,31892,7947fd9031956a2ff5367fff32187300687cf71125bb1e073065202fa47e29d1,32
0.063232421875,True,3,23.84925999911502,2.7813583221286535,0.063232421875,gdn,0.300048828125,4,0.33935546875,35832,0.33935546875,123,64,screen500,500,variable,30f5a8f4838c5fe1b4d0b6969b274b42091b53854a0e7437610f620bc6d53cca,35064,7947fd9031956a2ff5367fff32187300687cf71125bb1e073065202fa47e29d1,32
0.056640625,True,4,24.443564840126783,2.780103540048003,0.056640625,gdn,0.300048828125,4,0.33935546875,38052,0.33935546875,123,64,screen500,500,variable,30f5a8f4838c5fe1b4d0b6969b274b42091b53854a0e7437610f620bc6d53cca,36388,7947fd9031956a2ff5367fff32187300687cf71125bb1e073065202fa47e29d1,32
0.06103515625,True,1,6.503029590006918,2.777438785880804,0.06103515625,mamba2,0.300048828125,4,0.33935546875,33048,0.33935546875,123,64,screen500,500,variable,30f5a8f4838c5fe1b4d0b6969b274b42091b53854a0e7437610f620bc6d53cca,33048,7947fd9031956a2ff5367fff32187300687cf71125bb1e073065202fa47e29d1,32
0.062744140625,True,2,16.467349789105356,2.777790879830718,0.062744140625,mamba2,0.300048828125,4,0.33935546875,35704,0.33935546875,123,64,screen500,500,variable,30f5a8f4838c5fe1b4d0b6969b274b42091b53854a0e7437610f620bc6d53cca,35704,7947fd9031956a2ff5367fff32187300687cf71125bb1e073065202fa47e29d1,32
0.063720703125,True,3,17.328992258990183,2.7772697992622852,0.063720703125,mamba2,0.300048828125,4,0.33935546875,43584,0.33935546875,123,64,screen500,500,variable,30f5a8f4838c5fe1b4d0b6969b274b42091b53854a0e7437610f620bc6d53cca,42048,7947fd9031956a2ff5367fff32187300687cf71125bb1e073065202fa47e29d1,32
0.065185546875,True,4,17.98037781799212,2.7773436456918716,0.065185546875,mamba2,0.300048828125,4,0.33935546875,48024,0.33935546875,123,64,screen500,500,variable,30f5a8f4838c5fe1b4d0b6969b274b42091b53854a0e7437610f620bc6d53cca,44696,7947fd9031956a2ff5367fff32187300687cf71125bb1e073065202fa47e29d1,32
0.055908203125,True,1,9.264615512918681,2.7860063072293997,0.055908203125,gdn,0.1845703125,8,0.26953125,28392,0.26953125,123,128,screen500,500,variable,4f459ec700a8b329676adda91fb20fd5d90e56f9b9609f174e6971aa0510d01f,28392,660706acc970dbf7245830b11f8da70e2ab83ce72b02d69af89e9efedf934f44,32
0.053466796875,True,2,22.919288208940998,2.7864117808640003,0.053466796875,gdn,0.1845703125,8,0.26953125,32420,0.26953125,123,128,screen500,500,variable,4f459ec700a8b329676adda91fb20fd5d90e56f9b9609f174e6971aa0510d01f,32420,660706acc970dbf7245830b11f8da70e2ab83ce72b02d69af89e9efedf934f44,32
0.053955078125,True,3,24.111058378824964,2.789189413189888,0.053955078125,gdn,0.1845703125,8,0.26953125,35832,0.26953125,123,128,screen500,500,variable,4f459ec700a8b329676adda91fb20fd5d90e56f9b9609f174e6971aa0510d01f,35064,660706acc970dbf7245830b11f8da70e2ab83ce72b02d69af89e9efedf934f44,32
0.054931640625,True,4,24.615430423989892,2.785541309043765,0.054931640625,gdn,0.1845703125,8,0.26953125,38052,0.26953125,123,128,screen500,500,variable,4f459ec700a8b329676adda91fb20fd5d90e56f9b9609f174e6971aa0510d01f,36388,660706acc970dbf7245830b11f8da70e2ab83ce72b02d69af89e9efedf934f44,32
0.053466796875,True,1,6.619560817023739,2.781874233856797,0.053466796875,mamba2,0.1845703125,8,0.26953125,33048,0.26953125,123,128,screen500,500,variable,4f459ec700a8b329676adda91fb20fd5d90e56f9b9609f174e6971aa0510d01f,33048,660706acc970dbf7245830b11f8da70e2ab83ce72b02d69af89e9efedf934f44,32
0.053466796875,True,2,16.449696340132505,2.7817008048295975,0.053466796875,mamba2,0.1845703125,8,0.26953125,36760,0.26953125,123,128,screen500,500,variable,4f459ec700a8b329676adda91fb20fd5d90e56f9b9609f174e6971aa0510d01f,36760,660706acc970dbf7245830b11f8da70e2ab83ce72b02d69af89e9efedf934f44,32
0.053466796875,True,3,17.460757200838998,2.7819391526281834,0.053466796875,mamba2,0.1845703125,8,0.26953125,43584,0.26953125,123,128,screen500,500,variable,4f459ec700a8b329676adda91fb20fd5d90e56f9b9609f174e6971aa0510d01f,42048,660706acc970dbf7245830b11f8da70e2ab83ce72b02d69af89e9efedf934f44,32
0.053466796875,True,4,18.040156536968425,2.781772630289197,0.053466796875,mamba2,0.1845703125,8,0.26953125,48024,0.26953125,123,128,screen500,500,variable,4f459ec700a8b329676adda91fb20fd5d90e56f9b9609f174e6971aa0510d01f,44696,660706acc970dbf7245830b11f8da70e2ab83ce72b02d69af89e9efedf934f44,32
0.05810546875,True,1,86.64666617894545,2.779126852750778,0.0,gdn,0.122314453125,16,0.12890625,20200,,123,256,tiny,200,state,fe1f75d3b7d8423f6ca04558c88b312f823e4830c5213ddfa25c15ffaca18f60,20200,bdcfe2043853b435e3049d0be57c22808caaeefe498d49403ebca64abea550eb,32
0.05712890625,True,3,74.23970475699753,2.77898071706295,0.0,gdn,0.122314453125,16,0.12890625,31328,,123,256,tiny,200,state,fe1f75d3b7d8423f6ca04558c88b312f823e4830c5213ddfa25c15ffaca18f60,30304,bdcfe2043853b435e3049d0be57c22808caaeefe498d49403ebca64abea550eb,32
0.058349609375,True,1,67.18303149892017,2.7766254916787148,0.0,mamba2,0.122314453125,16,0.12890625,24856,,123,256,tiny,200,state,fe1f75d3b7d8423f6ca04558c88b312f823e4830c5213ddfa25c15ffaca18f60,24856,bdcfe2043853b435e3049d0be57c22808caaeefe498d49403ebca64abea550eb,32
