T,d,nb,r,d_qk,d_v,chunk,dtype,device,triton,build_ms,build_total_ms,stage_ms,kind,q,B,N0,n,T_R,I_prof,I_tok,deg,incidence_exact,pool_gain,featurise_ms,prefill_ms,prefill_peak_MB,phase_lr_pool_ms,phase_lr_incidence_ms,phase_lr_query_ms,phase_scan_ms,phase_normalise_ms,phase_lr_total_ms,prefill_torch_ms,prefill_torch_peak_MB,torchphase_lr_pool_ms,torchphase_lr_incidence_ms,torchphase_lr_query_ms,torchphase_scan_ms,torchphase_normalise_ms,prefill_direct_ms,phase_direct_incidence_ms,prefill_subtractive_ms,retained_fraction,retained_predicted,relerr_additive_fp32,relerr_subtractive_fp32,relerr_additive_bf16,relerr_subtractive_bf16,decode_us_per_token,cache_words,kv_cache_words,cache_ratio,sdpa_ms,dense_masked_ms,build_prime_ms,build_directions_ms,build_incidence_ms,build_reorder_ms
65536,2,8,64,64,64,128,fp32,cuda,True,0.28149597346782684,0.2660360187292099,0.4488956183195114,geometric,191,191,191,32768,32768,191,32768,1,True,171.56020942408378,1.7803840041160583,3.967552065849304,500.49609375,0.31564798951148987,0.052928000688552856,0.8800320029258728,1.884544014930725,0.417279988527298,1.2486079931259155,5.373552083969116,891.55859375,0.6111040115356445,0.1905599981546402,0.7991039752960205,2.96614408493042,0.41817599534988403,4.704335927963257,0.9434880018234253,3.823520064353943,,,,,,,89.17450159788132,6389760,67108864,0.09521484375,246.58153533935547,,0.005777925252914429,0.045707449316978455,0.026248395442962646,0.17943605780601501
131072,2,8,64,64,64,128,fp32,cuda,True,0.3561880439519882,0.3408975899219513,0.5954671651124954,geometric,257,257,257,65536,65536,257,65536,1,True,255.00389105058366,3.503600001335144,6.940095901489258,967.25390625,0.3928639888763428,0.06159999966621399,1.1852480173110962,3.7164480686187744,0.8177599906921387,1.639712005853653,10.077680110931396,1748.0625,1.0316799879074097,0.2467840015888214,1.2296639680862427,5.942272186279297,0.828000009059906,8.805967807769775,1.8026880025863647,7.070255994796753,,,,,,,91.54199808835983,8586240,134217728,0.06397247314453125,1028.8408813476562,,0.0065676867961883545,0.05150400102138519,0.031966716051101685,0.23963302373886108
4096,3,8,64,64,64,128,fp32,cuda,True,0.472458079457283,0.4530958831310272,0.6379932165145874,geometric,13,182,169,2048,2048,2366,28672,13,True,12.118343195266272,0.17150399833917618,1.6827840209007263,72.748046875,0.2425599992275238,0.37961599230766296,0.38252800703048706,0.5991359949111938,0.12364800274372101,1.0047039985656738,1.5985919833183289,368.037109375,0.3178879916667938,0.9049919843673706,0.11727999895811081,0.2215680032968521,0.02582399919629097,1.354304015636444,0.632319986820221,0.7663680016994476,0.07692443428002937,0.07692307692307693,5.1834792360725386e-08,9.787044950943785e-07,0.001235967494054147,0.025271711540882758,89.06099945306778,6090240,4194304,1.4520263671875,1.213808000087738,2.3011200428009033,0.005012378096580505,0.05402415990829468,0.12277625501155853,0.26149675250053406
8192,3,8,64,64,64,128,fp32,cuda,True,0.5172267556190491,0.5007646977901459,0.6493590772151947,geometric,17,306,289,4096,4096,5202,73728,17,True,14.173010380622838,0.2173919975757599,1.4393280148506165,131.912109375,0.1337279975414276,0.8047360181808472,0.19599999487400055,0.24831999838352203,0.05526399984955788,1.1344640105962753,2.7847200632095337,774.794921875,0.2837759852409363,1.8597760200500488,0.20278400182724,0.423552006483078,0.05942400172352791,1.9283679723739624,1.2910720109939575,1.5752319693565369,0.05882215857022847,0.058823529411764705,5.770021312445436e-08,1.3332421072104718e-06,0.0015543360235308087,0.03294441655406187,89.72050249576569,10216960,8388608,1.21795654296875,4.216415882110596,,0.005124136805534363,0.05916692316532135,0.20991265773773193,0.2170652151107788
16384,3,8,64,64,64,128,fp32,cuda,True,0.8046813309192657,0.7889959961175919,1.2866239994764328,geometric,23,552,529,8192,8192,12696,196608,23,True,15.485822306238186,0.4970880001783371,2.7525919675827026,249.986328125,0.17398400604724884,1.4124799966812134,0.4503999948501587,0.47539201378822327,0.11414399743080139,2.036863997578621,6.689007997512817,1188.46728515625,0.5023679733276367,4.7712321281433105,0.46515199542045593,0.7860159873962402,0.115167997777462,4.398720026016235,3.074336051940918,2.94379198551178,0.04347836313475839,0.043478260869565216,5.3690750919060514e-08,1.848446875403443e-06,0.0013031797216533423,0.04525820302410468,89.370496571064,18403840,16777216,1.096954345703125,16.238463401794434,,0.004263594746589661,0.06837956607341766,0.4764534533023834,0.23109838366508484
32768,3,8,64,64,64,128,fp32,cuda,True,1.4019347727298737,1.3841018080711365,2.593463286757469,geometric,29,870,841,16384,16384,25230,491520,29,True,19.48156956004756,0.9271360039710999,5.189823865890503,442.716796875,0.3060159981250763,2.2039361000061035,1.2815680503845215,0.9356480240821838,0.21430400013923645,3.7915201485157013,13.996800422668457,1321.76904296875,0.8712959885597229,9.847840309143066,1.3608319759368896,1.5168960094451904,0.21542400121688843,10.238976001739502,7.193376064300537,5.504672050476074,,,,,,,146.37500047683716,28986880,33554432,0.8638763427734375,61.14583969116211,,0.004971399903297424,0.08761882781982422,0.9541790932416916,0.32437779009342194
65536,3,8,64,64,64,128,fp32,cuda,True,2.6188883930444717,2.598164603114128,9.816184639930725,geometric,37,1406,1369,32768,32768,52022,1245184,37,True,23.93571950328707,1.7717919945716858,10.225823879241943,804.294921875,0.38144001364707947,5.263775825500488,1.8846720457077026,1.8641599416732788,0.41414400935173035,7.52988788485527,29.175600051879883,1423.3251953125,1.633344054222107,21.720800399780273,2.0167040824890137,2.9996159076690674,0.4204480051994324,22.750368118286133,17.760448455810547,10.645487785339355,,,,,,,91.45399928092957,46824960,67108864,0.6977462768554688,246.9551239013672,,0.004926696419715881,0.107593834400177,1.998748630285263,0.4732217639684677
131072,3,8,64,64,64,128,fp32,cuda,True,3.5403016954660416,3.5168584436178207,21.34430781006813,geometric,41,1722,1681,65536,65536,70602,2752512,41,True,38.98631766805473,3.4921599626541138,14.820496082305908,1334.021484375,0.6024960279464722,6.562880039215088,2.422624111175537,3.712735891342163,0.8171200156211853,9.588000178337097,43.62033653259277,2114.083984375,2.6517438888549805,30.863967895507812,2.566175937652588,5.932608127593994,0.8260160088539124,47.68534469604492,39.01276779174805,15.4410719871521,,,,,,,88.94400298595428,57341440,134217728,0.4272270202636719,1026.5560302734375,,0.005120411515235901,0.12651272118091583,2.782020717859268,0.5887672305107117
4096,4,8,64,64,64,128,fp32,cuda,True,1.167546957731247,1.1478457599878311,1.086382195353508,geometric,7,399,343,2048,2048,19551,116736,49,True,5.970845481049563,0.1709439978003502,2.473968029022217,122.38671875,0.1337279975414276,2.0443201065063477,0.13580800592899323,0.12505599856376648,0.026528000831604004,2.3138561099767685,7.7497758865356445,1158.00048828125,0.3951680064201355,7.000160217285156,0.14524799585342407,0.2324800044298172,0.02796800062060356,2.235376000404358,1.8183039426803589,2.6079200506210327,0.14285974830429995,0.14285714285714285,5.4015029206264616e-08,5.274042938242359e-07,0.001301301468927934,0.013264385724239615,89.04950320720673,13312000,4194304,3.173828125,1.2470399737358093,2.306175947189331,0.0046193599700927734,0.06767734885215759,0.739268958568573,0.323660671710968
8192,4,8,64,64,64,128,fp32,cuda,True,7.54028744995594,7.512083277106285,5.228620022535324,geometric,11,1463,1331,4096,4096,177023,544768,121,True,3.0773854244928627,0.21912000328302383,15.65231990814209,515.9736328125,0.26211199164390564,14.430272102355957,0.620352029800415,0.24345600605010986,0.0568000003695488,15.312736123800278,74.69128036499023,1469.15771484375,0.6585599780082703,72.7132797241211,0.6376000046730042,0.4267520010471344,0.05936000123620033,10.579023838043213,9.306879997253418,16.230688095092773,0.09090896959506975,0.09090909090909091,6.366018247181799e-08,1.0110103113399712e-06,0.0014094017294935092,0.021513009271276324,88.83749693632126,48721920,8388608,5.80810546875,4.137775897979736,,0.005122274160385132,0.1299157738685608,6.405925378203392,0.9541921317577362
16384,4,8,64,64,64,128,fp32,cuda,True,7.3060523718595505,7.285524159669876,7.526537403464317,geometric,11,1463,1331,8192,8192,177023,1089536,121,True,6.154770848985725,0.4930399954319,16.130080223083496,486.044921875,0.27167999744415283,14.534943580627441,0.6406400203704834,0.47203201055526733,0.11315199732780457,15.447263598442078,75.30476760864258,1469.15771484375,0.7440639734268188,72.63683319091797,0.6640639901161194,0.7982079982757568,0.11539199948310852,17.231247901916504,15.526304244995117,16.582079887390137,0.09091063482762907,0.09090909090909091,5.750372322263954e-08,8.989597469012408e-07,0.0014069488352819988,0.021296207741039342,88.91449868679047,48721920,16777216,2.904052734375,16.367616653442383,,0.004738569259643555,0.1303795725107193,6.354250013828278,0.7817130535840988
32768,4,8,64,64,64,128,fp32,cuda,True,17.048345878720284,17.013614997267723,29.14864383637905,geometric,13,2379,2197,16384,16384,402051,2998272,169,True,7.457441966317706,0.9170559942722321,35.33121681213379,890.11572265625,0.41577601432800293,32.215614318847656,1.371392011642456,0.9364479780197144,0.2128320038318634,34.002782344818115,191.50684356689453,1789.078125,1.5063680410385132,187.86997985839844,1.4405440092086792,1.559008002281189,0.21820800006389618,43.86529541015625,40.64467239379883,35.995391845703125,,,,,,,88.92550319433212,79206400,33554432,2.36053466796875,61.42158317565918,,0.0052247196435928345,0.18511153757572174,14.98137041926384,1.825273036956787
65536,4,8,64,64,64,128,fp32,cuda,True,72.30472937226295,72.25190289318562,107.07242041826248,geometric,17,5219,4913,32768,32768,1508291,10059776,289,True,6.669651943822512,1.7681919932365417,126.96031951904297,1738.2890625,0.79203200340271,121.5766372680664,1.9394559860229492,1.8587199449539185,0.41491198539733887,124.30812525749207,,,,,,,,142.1120834350586,137.225341796875,128.38880920410156,,,,,,,84.84049886465073,173721600,67108864,2.588653564453125,248.25558471679688,,0.0055730342864990234,0.3424007445573807,61.547983437776566,10.324031114578247
131072,4,8,64,64,64,128,fp32,cuda,True,85.91586537659168,85.84631606936455,3.6511849611997604,geometric,17,5219,4913,65536,65536,1508291,20119552,289,True,13.339303887645023,3.495471954345703,130.90857696533203,2188.2890625,1.3910399675369263,121.57657623291016,3.170559883117676,3.6845760345458984,0.814624011516571,126.13817608356476,,,,,,,,,,132.70035552978516,,,,,,,90.73749929666519,173721600,134217728,1.2943267822265625,1030.2137451171875,,0.005707144737243652,0.3672279417514801,71.30635716021061,14.108998700976372
