T,d,nb,r,d_qk,d_v,chunk,dtype,device,triton,build_ms,build_total_ms,stage_ms,kind,q,B,N0,n,T_R,I_prof,I_tok,deg,incidence_exact,pool_gain,featurise_ms,prefill_ms,prefill_ms_p25,prefill_ms_p75,prefill_ms_min,prefill_ms_n,prefill_peak_MB,phase_lr_pool_ms,phase_lr_incidence_ms,phase_lr_query_ms,phase_scan_ms,phase_normalise_ms,phase_lr_total_ms,prefill_torch_ms,prefill_torch_peak_MB,torchphase_lr_pool_ms,torchphase_lr_incidence_ms,torchphase_lr_query_ms,torchphase_scan_ms,torchphase_normalise_ms,prefill_direct_ms,phase_direct_incidence_ms,prefill_subtractive_ms,retained_fraction,retained_predicted,relerr_additive_fp32,relerr_subtractive_fp32,relerr_additive_bf16,relerr_subtractive_bf16,decode_us_per_token,cache_words,kv_cache_words,cache_ratio,sdpa_ms,sdpa_ms_p25,sdpa_ms_p75,sdpa_ms_min,sdpa_ms_n,dense_masked_ms,build_prime_ms,build_directions_ms,build_incidence_ms,build_reorder_ms
16384,2,8,64,64,64,128,bf16,cuda,True,0.33670756965875626,0.31244661659002304,0.5004415288567543,geometric,97,97,97,8192,8192,97,8192,1,True,84.45360824742268,0.14287999272346497,1.176095962524414,1.1601279973983765,1.1972000002861023,1.1393280029296875,15,137.87890625,0.20083199441432953,0.14812800288200378,0.4002560079097748,0.5384960174560547,0.12409599870443344,0.7492160052061081,1.183743953704834,267.91015625,0.24108800292015076,0.10451199859380722,0.21164800226688385,0.4890559911727905,0.06489600241184235,0.908191978931427,0.3200640082359314,0.6642559766769409,0.010309687925485615,0.010309278350515464,3.28371328626612e-05,0.004874444327018797,0.0012350429401518073,0.19356989899306937,189.31150436401367,3261440,16777216,0.19439697265625,1.110751986503601,1.1034239530563354,1.1288959980010986,1.0545920133590698,15,,0.006408430635929108,0.04997663199901581,0.0310409814119339,0.21357927471399307
32768,2,8,64,64,64,128,bf16,cuda,True,0.29628630727529526,0.280565582215786,0.48695411533117294,geometric,131,131,131,16384,16384,131,16384,1,True,125.06870229007633,0.24345600605010986,1.30457603931427,1.2878720164299011,1.3250399827957153,1.2677439451217651,15,259.76171875,0.19568000733852386,0.15811200439929962,0.3975360095500946,0.5888000130653381,0.11276800185441971,0.7513280212879181,1.5872639417648315,517.79296875,0.2712000012397766,0.07747200131416321,0.2088319957256317,0.8913599848747253,0.11353600025177002,1.2917120456695557,0.4346559941768646,1.0383360385894775,,,,,,,88.04100006818771,4392960,33554432,0.13092041015625,3.867647886276245,3.851151943206787,3.9017438888549805,3.7899839878082275,15,,0.004950910806655884,0.04203617572784424,0.027623027563095093,0.19657611846923828
65536,2,8,64,64,64,128,bf16,cuda,True,0.3087567165493965,0.29353518038988113,0.5367621779441833,geometric,191,191,191,32768,32768,191,32768,1,True,171.56020942408378,0.4625279903411865,2.056960105895996,2.0462400913238525,2.0612159967422485,1.9926400184631348,15,501.49609375,0.20348800718784332,0.11734399944543839,0.4448640048503876,0.98716801404953,0.21398399770259857,0.7656960114836693,3.0746240615844727,1017.52734375,0.48313599824905396,0.09126400202512741,0.3834879994392395,1.747167944908142,0.21350400149822235,2.4770560264587402,0.5931199789047241,1.941472053527832,,,,,,,84.26199853420258,6389760,67108864,0.09521484375,14.380672454833984,14.342511653900146,14.444431781768799,14.239583969116211,15,,0.005187466740608215,0.04306156188249588,0.02918671816587448,0.20684022456407547
131072,2,8,64,64,64,128,bf16,cuda,True,8.58192052692175,8.56406893581152,0.689452514052391,geometric,257,257,257,65536,65536,257,65536,1,True,255.00389105058366,0.8934400081634521,3.571712017059326,3.5481600761413574,3.6261439323425293,3.5271360874176025,15,971.25390625,0.23478400707244873,0.0461760014295578,0.5925760269165039,1.9346879720687866,0.409824013710022,0.8735360354185104,5.679999828338623,2004.03125,0.8347200155258179,0.1181119978427887,0.5950080156326294,3.420383930206299,0.4122239947319031,4.601183891296387,1.1284799575805664,3.5438079833984375,,,,,,,84.29999649524689,8586240,134217728,0.06397247314453125,56.74905776977539,56.525856018066406,58.05636787414551,56.002655029296875,15,,0.005090609192848206,0.04847720265388489,0.029180198907852173,8.469277992844582
262144,2,8,64,64,64,128,bf16,cuda,True,0.3488883376121521,0.33352430909872055,1.1609569191932678,geometric,367,367,367,131072,131072,367,131072,1,True,357.1444141689373,1.7588160037994385,6.858016014099121,6.8472161293029785,6.891535997390747,6.838816165924072,15,1905.18359375,0.3532800078392029,0.06441599875688553,1.1794559955596924,3.8119359016418457,0.8074880242347717,1.5971520021557808,11.116671562194824,3969.21484375,1.571936011314392,0.16201600432395935,1.1843520402908325,6.756735801696777,0.8072320222854614,8.908191680908203,2.1130878925323486,6.893343925476074,,,,,,,84.40200239419937,12247040,268435456,0.045623779296875,239.65606689453125,236.91753387451172,241.31627655029297,236.0848388671875,15,,0.005344860255718231,0.04599615931510925,0.030263327062129974,0.2430696040391922
524288,2,8,64,64,64,128,bf16,cuda,True,0.3718677908182144,0.35656243562698364,1.8873494118452072,geometric,521,521,521,262144,262144,521,262144,1,True,503.15547024952014,3.505631923675537,13.420448303222656,13.40059232711792,13.429759979248047,13.398528099060059,15,3756.28515625,0.6011840105056763,0.08860799670219421,2.2780799865722656,7.560512065887451,1.6039680242538452,2.967871993780136,21.67238426208496,7884.31640625,2.891040086746216,0.22256000339984894,2.2821760177612305,13.394271850585938,1.6023039817810059,17.388416290283203,4.076128005981445,13.47059154510498,,,,,,,84.69749987125397,17372160,536870912,0.03235816955566406,996.1395263671875,995.2889099121094,997.088134765625,992.6721801757812,15,,0.006314367055892944,0.05163904279470444,0.03943033516407013,0.24956557899713516
4096,3,8,64,64,64,128,bf16,cuda,True,0.45119505375623703,0.4368536174297333,0.6446503102779388,geometric,13,182,169,2048,2048,2366,28672,13,True,12.118343195266272,0.11273600161075592,1.8156479597091675,1.7893600463867188,1.8523359894752502,1.650048017501831,15,72.873046875,0.23708799481391907,0.27561599016189575,0.4912639856338501,0.5863360166549683,0.14668799936771393,1.003967970609665,1.1391680240631104,368.037109375,0.29686400294303894,0.4997439980506897,0.07212799787521362,0.2072959989309311,0.06943999975919724,0.9225599765777588,0.4922879934310913,0.5769919753074646,0.07692246464767255,0.07692307692307693,9.21394441261794e-08,1.722405780647559e-06,0.0012289560327115772,0.02524088128019795,87.26800233125687,6090240,4194304,1.4520263671875,0.13046400249004364,0.12905599921941757,0.13254399597644806,0.12796799838542938,15,0.7293440103530884,0.004022382199764252,0.045608729124069214,0.1283036544919014,0.25005266070365906
8192,3,8,64,64,64,128,bf16,cuda,True,0.5864761769771576,0.5703940987586975,0.8475678041577339,geometric,17,306,289,4096,4096,5202,73728,17,True,14.173010380622838,0.11219199746847153,1.7904000282287598,1.7581120133399963,1.8222880363464355,1.5652159452438354,15,132.162109375,0.23744000494480133,0.5741119980812073,0.21596799790859222,0.6130880117416382,0.14588800072669983,1.0275200009346008,1.642624020576477,774.794921875,0.24966399371623993,0.970687985420227,0.11151999980211258,0.25382399559020996,0.03513599932193756,1.3252480030059814,0.9941759705543518,0.8898879885673523,0.058824776718649115,0.058823529411764705,9.69510958063333e-08,2.257612523007815e-06,0.001563149046727718,0.033333667631962084,90.61750024557114,10216960,8388608,1.21795654296875,0.34598401188850403,0.34219199419021606,0.3487359881401062,0.3362559974193573,15,,0.004091300070285797,0.054813921451568604,0.22668298333883286,0.2743508666753769
16384,3,8,64,64,64,128,bf16,cuda,True,0.9091934189200401,0.8899588137865067,1.6036015003919601,geometric,23,552,529,8192,8192,12696,196608,23,True,15.485822306238186,0.12880000472068787,1.7900480031967163,1.7821280360221863,1.82886403799057,1.738976001739502,15,250.486328125,0.2338239997625351,0.9433280229568481,0.22281600534915924,0.2473600059747696,0.16368000209331512,1.3999680280685425,3.3807361125946045,1188.46728515625,0.27452799677848816,2.3533759117126465,0.22627200186252594,0.4612480103969574,0.06403200328350067,2.9162559509277344,2.276031970977783,1.5833920240402222,0.043478595186535546,0.043478260869565216,8.950341781327116e-08,3.119193075127989e-06,0.0012976693989962026,0.04546121023620258,87.86199986934662,18403840,16777216,1.096954345703125,1.1013760566711426,1.091055989265442,1.115455985069275,1.0655360221862793,15,,0.004558824002742767,0.07038656622171402,0.48811640590429306,0.3169197589159012
32768,3,8,64,64,64,128,bf16,cuda,True,2.3909788578748703,2.356644719839096,4.137929528951645,geometric,29,870,841,16384,16384,25230,491520,29,True,19.48156956004756,0.2534720003604889,2.6589760780334473,2.586751937866211,2.671440005302429,2.5432960987091064,15,444.716796875,0.22735999524593353,1.3672640323638916,0.3601599931716919,0.47913599014282227,0.11369600147008896,1.954784020781517,6.662752151489258,1321.76904296875,0.3975679874420166,4.831520080566406,0.36377599835395813,0.8837440013885498,0.1130559965968132,6.389632225036621,5.195583820343018,2.6431360244750977,,,,,,,88.00049871206284,28986880,33554432,0.8638763427734375,3.8529279232025146,3.8229920864105225,3.87663996219635,3.805504083633423,15,,0.0076927244663238525,0.13640522956848145,1.6167499125003815,0.5798256024718285
65536,3,8,64,64,64,128,bf16,cuda,True,2.725488506257534,2.695798873901367,9.864797815680504,geometric,37,1406,1369,32768,32768,52022,1245184,37,True,23.93571950328707,0.4642559885978699,5.157087802886963,5.125744104385376,5.205248117446899,5.117504119873047,15,805.294921875,0.23136000335216522,3.0550079345703125,0.4904960095882416,0.989471971988678,0.21398399770259857,3.7768639475107193,14.0283842086792,1423.3251953125,0.7648959755897522,10.667807579040527,0.49507200717926025,1.742400050163269,0.21164800226688385,14.403039932250977,12.32323169708252,5.3151679039001465,,,,,,,86.68249845504761,46824960,67108864,0.6977462768554688,14.338784217834473,14.301215648651123,14.393503665924072,14.258975982666016,15,,0.005302019417285919,0.10574795305728912,1.962190493941307,0.6088418886065483
131072,3,8,64,64,64,128,bf16,cuda,True,3.6667268723249435,3.6279121413826942,24.194524623453617,geometric,41,1722,1681,65536,65536,70602,2752512,41,True,38.98631766805473,0.8928319811820984,7.439743995666504,7.433455944061279,7.469280004501343,7.430816173553467,15,1338.021484375,0.30959999561309814,3.751904010772705,0.7288640141487122,1.9328960180282593,0.4116480052471161,4.790368020534515,20.952192306518555,2370.052734375,1.1870399713516235,14.8919677734375,0.7286400198936462,3.4074881076812744,0.4111360013484955,30.067808151245117,26.352191925048828,7.663616180419922,,,,,,,86.90550178289413,57341440,134217728,0.4272270202636719,56.835262298583984,56.65996742248535,57.81216049194336,56.03785705566406,15,,0.004745088517665863,0.12146681547164917,2.7635060250759125,0.7205987349152565
262144,3,8,64,64,64,128,bf16,cuda,True,7.253727875649929,7.212326861917973,63.921865075826645,geometric,53,2862,2809,131072,131072,151686,7077888,53,True,46.661445354218586,1.7701760530471802,15.643872261047363,15.639392375946045,15.649232387542725,15.634976387023926,15,2531.951171875,0.47971200942993164,8.274496078491211,1.6444799900054932,3.8049280643463135,0.8068159818649292,10.398688077926636,50.680545806884766,4595.982421875,1.979200005531311,38.891326904296875,1.6478079557418823,6.744736194610596,0.8079360127449036,75.4616928100586,68.05241394042969,16.02579116821289,,,,,,,89.51099961996078,95280640,268435456,0.3549480438232422,237.79904174804688,236.93389129638672,241.1937255859375,236.00253295898438,15,,0.004736706614494324,0.1670345664024353,5.781233310699463,1.2388098984956741
524288,3,8,64,64,64,128,bf16,cuda,True,13.806498609483242,13.75444047152996,156.05798084288836,geometric,67,4556,4489,262144,262144,305252,17825792,67,True,58.3969703720205,3.516479969024658,30.4816951751709,30.4626407623291,30.499967575073242,30.455551147460938,15,4772.291015625,0.8542079925537109,16.45199966430664,2.773279905319214,7.552639961242676,1.6029759645462036,20.079487562179565,125.7973403930664,8900.322265625,3.230015993118286,103.5302734375,2.7808001041412354,13.417759895324707,1.604159951210022,186.9583740234375,172.8223114013672,31.066272735595703,,,,,,,84.75950360298157,151656960,536870912,0.2824831008911133,990.7837524414062,988.7787170410156,991.7706604003906,985.9647216796875,15,,0.005684792995452881,0.24365540593862534,11.087197810411453,2.3924969136714935
4096,4,8,64,64,64,128,bf16,cuda,True,1.1217910796403885,1.1033406481146812,1.198052428662777,geometric,7,399,343,2048,2048,19551,116736,49,True,5.970845481049563,0.10768000036478043,1.7596160173416138,1.7165279984474182,1.7828480005264282,1.6484160423278809,15,122.51171875,0.23878400027751923,1.2864960432052612,0.08691199868917465,0.08256000280380249,0.15270400047302246,1.612192042171955,3.9766080379486084,1158.00048828125,0.2813439965248108,3.489311933517456,0.09196799993515015,0.15263999998569489,0.024159999564290047,1.6529279947280884,1.4052159786224365,1.5243200063705444,0.14285906467520487,0.14285714285714285,5.2827414671068536e-08,5.130224512339125e-07,0.0013006522609186374,0.013510006907990719,85.90800315141678,13312000,4194304,3.173828125,0.12758399546146393,0.12734399735927582,0.12780799716711044,0.1268800050020218,15,0.7351999878883362,0.003969296813011169,0.06335880607366562,0.6750430911779404,0.35040266811847687
8192,4,8,64,64,64,128,bf16,cuda,True,8.512786589562893,8.476505987346172,5.618560127913952,geometric,11,1463,1331,4096,4096,177023,544768,121,True,3.0773854244928627,0.10710400342941284,9.110015869140625,9.101632118225098,9.121840000152588,9.098591804504395,15,515.9736328125,0.19855999946594238,8.481632232666016,0.3155199885368347,0.13331200182437897,0.03331200033426285,8.995712220668793,36.59641647338867,1469.15771484375,0.3440319895744324,35.68489456176758,0.321696013212204,0.25388801097869873,0.03331200033426285,7.856287956237793,7.238495826721191,9.31049633026123,0.09090651608524901,0.09090909090909091,6.443903720191024e-08,1.0070128838272855e-06,0.0014053779115295272,0.021523067649048794,85.28000116348267,48721920,8388608,5.80810546875,0.346560001373291,0.3434719890356064,0.347695991396904,0.3364799916744232,15,,0.004877336323261261,0.11905841529369354,6.980023346841335,1.3511832803487778
16384,4,8,64,64,64,128,bf16,cuda,True,8.335108868777752,8.297671563923359,8.280416019260883,geometric,11,1463,1331,8192,8192,177023,1089536,121,True,6.154770848985725,0.1255040019750595,9.323007583618164,9.320303916931152,9.32694387435913,9.315808296203613,15,486.03466796875,0.18854400515556335,8.493887901306152,0.36083200573921204,0.2489279955625534,0.06377600133419037,9.043263912200928,36.943359375,1469.15771484375,0.38419198989868164,35.64080047607422,0.36768001317977905,0.4646719992160797,0.06377600133419037,12.75222396850586,11.88383960723877,9.529696464538574,0.0909061336126366,0.09090909090909091,5.7147691198894315e-08,9.024548964733998e-07,0.0014085425374121153,0.02128601162926264,84.91049706935883,48721920,16777216,2.904052734375,1.0975040197372437,1.0913920402526855,1.1069599986076355,1.0585919618606567,15,,0.004610978066921234,0.11549051851034164,6.866661831736565,1.2923404574394226
32768,4,8,64,64,64,128,bf16,cuda,True,18.821275793015957,18.77589151263237,30.28818406164646,geometric,13,2379,2197,16384,16384,402051,2998272,169,True,7.457441966317706,0.24220800399780273,20.524383544921875,20.513839721679688,20.535503387451172,20.509567260742188,15,889.615234375,0.23177599906921387,18.898080825805664,0.7507200241088867,0.48655998706817627,0.11478400230407715,19.880576848983765,91.84825897216797,1789.078125,0.6420800089836121,89.38374328613281,0.7539520263671875,0.8841599822044373,0.11472000181674957,31.571744918823242,29.916479110717773,20.883487701416016,,,,,,,89.19300138950348,79206400,33554432,2.36053466796875,3.8511359691619873,3.8099840879440308,3.8706239461898804,3.770688056945801,15,,0.004591420292854309,0.1580985262989998,16.06507133692503,2.522197552025318
65536,4,8,64,64,64,128,bf16,cuda,True,83.85473396629095,83.77915062010288,102.61229332536459,geometric,17,5219,4913,32768,32768,1508291,10059776,289,True,6.669651943822512,0.46345600485801697,74.32307434082031,74.30078506469727,74.37150573730469,74.28717041015625,15,1739.2890625,0.434688001871109,71.45260620117188,1.1207679510116577,0.9853439927101135,0.21324799954891205,73.00806215405464,512.4324951171875,2611.42578125,1.5399359464645386,507.63055419921875,1.1235840320587158,1.7396800518035889,0.21299199759960175,99.61186981201172,96.69302368164062,75.01862335205078,,,,,,,84.76600050926208,173721600,67108864,2.588653564453125,14.359647750854492,14.335983753204346,14.396960258483887,14.236031532287598,15,,0.005054287612438202,0.28671789914369583,70.00317517668009,13.436687178909779
131072,4,8,64,64,64,128,bf16,cuda,True,76.79193373769522,76.71996671706438,2.8920359909534454,geometric,17,5219,4913,65536,65536,1508291,20119552,289,True,13.339303887645023,0.89164799451828,76.39164733886719,76.35798645019531,76.42123031616211,76.32470703125,15,2192.2890625,0.4567680060863495,71.45001220703125,1.8408639430999756,1.9323519468307495,0.4116480052471161,73.74764415621758,515.2439575195312,3224.3203125,1.580448031425476,507.6539306640625,1.8439359664916992,3.4102718830108643,0.4116800129413605,,,77.07071685791016,,,,,,,86.4730030298233,173721600,134217728,1.2943267822265625,56.59596633911133,56.47065734863281,57.441471099853516,56.246273040771484,15,,0.004907138645648956,0.3111502155661583,67.15103518217802,9.207913652062416
262144,4,8,64,64,64,128,bf16,cuda,True,384.2679327353835,383.50976817309856,15.61938039958477,geometric,23,12719,12167,131072,131072,6728351,72482816,529,True,10.772745952165694,1.7553280591964722,321.6394348144531,321.5382080078125,321.6486053466797,321.5244140625,15,4971.35546875,1.0103679895401,311.6534118652344,3.7290239334106445,3.8096320629119873,0.8074880242347717,316.3928037881851,,,,,,,,,,323.2742004394531,,,,,,,87.75050193071365,423321600,268435456,1.576995849609375,240.8895721435547,237.9285125732422,243.02249145507812,236.45770263671875,15,,0.005855225026607513,0.6320513784885406,324.7688179835677,58.03501792252064
524288,4,8,64,64,64,128,bf16,cuda,True,400.129989720881,399.1910070180893,22.318110801279545,geometric,23,12719,12167,262144,262144,6728351,144965632,529,True,21.54549190433139,3.4998080730438232,327.9481506347656,327.8485412597656,327.967529296875,327.83367919921875,15,6783.35546875,1.4124159812927246,311.6872863769531,4.403327941894531,7.552192211151123,1.6022080183029175,317.5030303001404,,,,,,,,,,329.5912170410156,,,,,,,88.37900310754776,423321600,536870912,0.7884979248046875,996.7011108398438,995.9799499511719,999.0499267578125,993.251708984375,15,,0.005859881639480591,0.6333896890282631,340.9417727962136,57.5456079095602
