T,d,nb,r,d_qk,d_v,chunk,dtype,device,triton,build_ms,build_total_ms,stage_ms,kind,q,B,N0,n,T_R,I_prof,I_tok,deg,incidence_exact,pool_gain,featurise_ms,prefill_ms,prefill_peak_MB,phase_lr_pool_ms,phase_lr_incidence_ms,phase_lr_query_ms,phase_scan_ms,phase_normalise_ms,phase_lr_total_ms,prefill_torch_ms,prefill_torch_peak_MB,torchphase_lr_pool_ms,torchphase_lr_incidence_ms,torchphase_lr_query_ms,torchphase_scan_ms,torchphase_normalise_ms,prefill_direct_ms,phase_direct_incidence_ms,prefill_subtractive_ms,retained_fraction,retained_predicted,relerr_additive_fp32,relerr_subtractive_fp32,relerr_additive_bf16,relerr_subtractive_bf16,decode_us_per_token,cache_words,kv_cache_words,cache_ratio,sdpa_ms,dense_masked_ms,build_prime_ms,build_directions_ms,build_incidence_ms,build_reorder_ms
32768,2,8,64,64,64,128,bf16,cuda,True,0.21234340965747833,0.1997128129005432,0.2782978117465973,geometric,131,131,131,16384,16384,131,16384,1,True,125.06870229007633,0.5646719932556152,1.9786239862442017,259.76171875,0.15692800283432007,0.0549440011382103,0.45100799202919006,0.9713919758796692,0.22009600698947906,0.6628799960017204,3.5031681060791016,517.79296875,0.6353920102119446,0.12422399967908859,0.40294399857521057,1.933087944984436,0.22147199511528015,2.742975950241089,0.8105279803276062,1.99452805519104,,,,,,,117.82100051641464,4392960,33554432,0.13092041015625,7.662559986114502,,0.004319474101066589,0.0413060188293457,0.02506747841835022,0.12161955237388611
65536,2,8,64,64,64,128,bf16,cuda,True,0.21491199731826782,0.2019200474023819,0.3934502601623535,geometric,191,191,191,32768,32768,191,32768,1,True,171.56020942408378,1.0571520328521729,4.001503944396973,501.49609375,0.22649599611759186,0.04745600000023842,0.9528319835662842,1.9215680360794067,0.4243839979171753,1.2267839796841145,6.502111911773682,1017.52734375,0.8252800107002258,0.19020800292491913,0.8972480297088623,3.7792000770568848,0.423552006483078,4.910848140716553,1.0849599838256836,3.882431983947754,,,,,,,120.62150239944458,6389760,67108864,0.09521484375,29.058015823364258,,0.0053960829973220825,0.04291161894798279,0.017698854207992554,0.12831948697566986
131072,2,8,64,64,64,128,bf16,cuda,True,0.3292430192232132,0.31424500048160553,0.6009247153997421,geometric,257,257,257,65536,65536,257,65536,1,True,255.00389105058366,2.0397119522094727,7.220608234405518,971.25390625,0.313728004693985,0.06406400352716446,1.423359990119934,3.8183679580688477,0.8340479731559753,1.8011519983410835,12.255488395690918,2004.03125,1.434272050857544,0.24425600469112396,1.4233280420303345,7.546879768371582,0.8339200019836426,9.203136444091797,2.076479911804199,7.193600177764893,,,,,,,112.99300193786621,8586240,134217728,0.06397247314453125,118.72643280029297,,0.005934387445449829,0.050768256187438965,0.036071985960006714,0.21238811314105988
262144,2,8,64,64,64,128,bf16,cuda,True,0.3407672047615051,0.3248918801546097,1.072622835636139,geometric,367,367,367,131072,131072,367,131072,1,True,357.1444141689373,4.031936168670654,14.367199897766113,1905.18359375,0.5364480018615723,0.08777599781751633,2.9268479347229004,7.6042561531066895,1.6506240367889404,3.551071934401989,24.36627197265625,3969.21484375,2.9888319969177246,0.3428800106048584,2.903455972671509,15.021535873413086,1.6512960195541382,18.208576202392578,3.981055974960327,14.328479766845703,,,,,,,119.00249868631363,12247040,268435456,0.045623779296875,495.6093444824219,,0.00618956983089447,0.05081668496131897,0.030292198061943054,0.2283696085214615
4096,3,8,64,64,64,128,bf16,cuda,True,0.5391426384449005,0.521976500749588,0.6488226354122162,geometric,13,182,169,2048,2048,2366,28672,13,True,12.118343195266272,0.1711679995059967,0.7544959783554077,72.998046875,0.11001600325107574,0.320607990026474,0.13657599687576294,0.21958400309085846,0.07401599735021591,0.5671999901533127,1.5857280492782593,368.037109375,0.24719999730587006,0.8878080248832703,0.13075199723243713,0.28044798970222473,0.03136000037193298,1.1899199485778809,0.8056640028953552,0.7403200268745422,0.0769248335293529,0.07692307692307693,5.106131749605775e-08,9.95575094752374e-07,0.0012362817033642378,0.025488225213980538,118.34000051021576,6090240,4194304,1.4520263671875,0.1932159960269928,1.7342400550842285,0.004909932613372803,0.05363300442695618,0.12630783021450043,0.32646022737026215
8192,3,8,64,64,64,128,bf16,cuda,True,0.49703195691108704,0.48142485320568085,0.6661545485258102,geometric,17,306,289,4096,4096,5202,73728,17,True,14.173010380622838,0.17097599804401398,1.464095950126648,132.162109375,0.12169600278139114,0.8190400004386902,0.21296000480651855,0.24860799312591553,0.0628800019621849,1.1536960080265999,3.009119987487793,774.794921875,0.31065601110458374,1.8765759468078613,0.21846400201320648,0.5427200198173523,0.06438399851322174,2.4056320190429688,1.7441600561141968,1.5611200332641602,0.05882212788633856,0.058823529411764705,5.824256412754164e-08,1.3352046305952238e-06,0.0015619596037835205,0.03315986054883687,118.88249963521957,10216960,8388608,1.21795654296875,0.5603200197219849,,0.004829838871955872,0.055518001317977905,0.19465945661067963,0.2176426351070404
16384,3,8,64,64,64,128,bf16,cuda,True,0.8143335580825806,0.7957350462675095,1.3303011655807495,geometric,23,552,529,8192,8192,12696,196608,23,True,15.485822306238186,0.2726080119609833,2.6975998878479004,250.486328125,0.14979200065135956,1.3969600200653076,0.472351998090744,0.49088001251220703,0.11945600062608719,2.019104018807411,7.093984127044678,1188.46728515625,0.568992018699646,4.775328159332275,0.49276798963546753,1.0412160158157349,0.12086399644613266,5.483744144439697,4.173088073730469,2.8798398971557617,0.04347836206793466,0.043478260869565216,5.3991912674074176e-08,1.8490213611482493e-06,0.0012991776089975678,0.045662941535034536,117.79150366783142,18403840,16777216,1.096954345703125,1.8545279502868652,,0.004483386874198914,0.06995163857936859,0.4720129072666168,0.2396944910287857
32768,3,8,64,64,64,128,bf16,cuda,True,1.389533281326294,1.371677964925766,2.6422757655382156,geometric,29,870,841,16384,16384,25230,491520,29,True,19.48156956004756,0.5526080131530762,5.177663803100586,443.716796875,0.23472000658512115,2.2031679153442383,1.3417279720306396,0.96288001537323,0.21939200162887573,3.779615893959999,14.6310396194458,1321.76904296875,0.9566720128059387,9.852736473083496,1.4202879667282104,1.9800000190734863,0.22278399765491486,12.753151893615723,9.766752243041992,5.4160637855529785,,,,,,,113.20950090885162,28986880,33554432,0.8638763427734375,7.674528121948242,,0.004809349775314331,0.09647198021411896,0.9821336716413498,0.27733296155929565
65536,3,8,64,64,64,128,bf16,cuda,True,2.697417512536049,2.674633637070656,9.143542498350143,geometric,37,1406,1369,32768,32768,52022,1245184,37,True,23.93571950328707,1.0370559692382812,10.21168041229248,805.294921875,0.3370879888534546,5.206272125244141,1.9759680032730103,1.8994239568710327,0.42127999663352966,7.5193281173706055,30.2589111328125,1423.3251953125,1.8491840362548828,21.82374382019043,2.1424319744110107,3.936095952987671,0.4313279986381531,28.69388771057129,23.584224700927734,10.646623611450195,,,,,,,117.67599731683731,46824960,67108864,0.6977462768554688,29.469280242919922,,0.006562098860740662,0.11479109525680542,1.9833911210298538,0.5525313317775726
131072,3,8,64,64,64,128,bf16,cuda,True,3.4986622631549835,3.4756287932395935,21.36734127998352,geometric,41,1722,1681,65536,65536,70602,2752512,41,True,38.98631766805473,2.002016067504883,14.89913558959961,1338.021484375,0.4573119878768921,6.4896321296691895,2.6071360111236572,3.7467520236968994,0.8276479840278625,9.554080128669739,46.00844955444336,2370.052734375,3.0420479774475098,30.78633689880371,2.791775941848755,7.688223838806152,0.8389440178871155,59.72848129272461,51.16633605957031,15.401599884033203,,,,,,,116.79449677467346,57341440,134217728,0.4272270202636719,119.2168960571289,,0.005301088094711304,0.12971460819244385,2.734564244747162,0.5821250379085541
262144,3,8,64,64,64,128,bf16,cuda,True,7.23738968372345,7.209721952676773,64.79411758482456,geometric,53,2862,2809,131072,131072,151686,7077888,53,True,46.661445354218586,4.009632110595703,31.1428165435791,2531.951171875,0.7322239875793457,14.646495819091797,5.300352096557617,7.484831809997559,1.6385600566864014,20.67907190322876,110.17164611816406,4595.982421875,5.4165120124816895,80.76274871826172,5.601823806762695,15.260383605957031,1.6580480337142944,150.67800903320312,134.11468505859375,31.822336196899414,,,,,,,118.68400126695633,95280640,268435456,0.3549480438232422,499.5115661621094,,0.006748363375663757,0.1817811280488968,5.9729572385549545,1.0316967964172363
4096,4,8,64,64,64,128,bf16,cuda,True,1.3173595070838928,1.2954939156770706,1.1854711920022964,geometric,7,399,343,2048,2048,19551,116736,49,True,5.970845481049563,0.17324799299240112,2.509887933731079,122.63671875,0.1228799968957901,2.0643200874328613,0.1499519944190979,0.13062399625778198,0.03190400078892708,2.3371520787477493,7.881184101104736,1158.00048828125,0.42003199458122253,6.969664096832275,0.158720001578331,0.2991360127925873,0.03440000116825104,2.9300479888916016,2.4964799880981445,2.611999988555908,0.14285967842440397,0.14285714285714285,5.429388882329657e-08,5.237467033757753e-07,0.001301594671720326,0.013447893745539853,120.05700170993805,13312000,4194304,3.173828125,0.19711999595165253,1.7458239793777466,0.004818663001060486,0.07236376404762268,0.7480718195438385,0.456908717751503
8192,4,8,64,64,64,128,bf16,cuda,True,7.542842999100685,7.5179096311330795,5.039909854531288,geometric,11,1463,1331,4096,4096,177023,544768,121,True,3.0773854244928627,0.17212800681591034,15.628640174865723,515.9736328125,0.22620800137519836,14.417280197143555,0.6367040276527405,0.24694399535655975,0.062111999839544296,15.280192226171494,74.58089447021484,1469.15771484375,0.7018880248069763,72.54806518554688,0.6521279811859131,0.5584959983825684,0.06480000168085098,14.500479698181152,13.270112037658691,16.124704360961914,0.09090882138541265,0.09090909090909091,6.37131493826073e-08,1.0080330256241502e-06,0.0014072054388180788,0.021445396923490137,119.00050193071365,48721920,8388608,5.80810546875,0.5761920213699341,,0.005692243576049805,0.13343244791030884,6.4208172261714935,0.939544290304184
16384,4,8,64,64,64,128,bf16,cuda,True,7.494289427995682,7.469585165381432,8.027760311961174,geometric,11,1463,1331,8192,8192,177023,1089536,121,True,6.154770848985725,0.27142399549484253,16.019487380981445,486.044921875,0.2396479994058609,14.417535781860352,0.6671040058135986,0.4917120039463043,0.1189119964838028,15.324287787079811,75.82339477539062,1469.15771484375,0.813696026802063,72.56902313232422,0.6919040083885193,1.0559040307998657,0.12191999703645706,23.658239364624023,22.020896911621094,16.511199951171875,0.09091064135087572,0.09090909090909091,5.7245751837094027e-08,8.978545716893803e-07,0.0014082252025649277,0.021369436939585228,118.10000240802765,48721920,16777216,2.904052734375,1.912608027458191,,0.0054854899644851685,0.1354273408651352,6.348282098770142,0.9636282920837402
32768,4,8,64,64,64,128,bf16,cuda,True,16.922971233725548,16.892068088054657,29.475461691617966,geometric,13,2379,2197,16384,16384,402051,2998272,169,True,7.457441966317706,0.5483199954032898,35.327903747558594,890.11572265625,0.3463039994239807,32.19152069091797,1.426144003868103,0.9637759923934937,0.22006399929523468,33.96396869421005,192.9007110595703,1789.078125,1.6222079992294312,186.51651000976562,1.4863359928131104,2.0150721073150635,0.22431999444961548,59.45158386230469,55.84028625488281,35.986881256103516,,,,,,,113.45499753952026,79206400,33554432,2.36053466796875,7.711455821990967,,0.004926696419715881,0.18019787967205048,15.040375292301178,1.6509424895048141
65536,4,8,64,64,64,128,bf16,cuda,True,78.03595624864101,77.9776070266962,104.42086309194565,geometric,17,5219,4913,32768,32768,1508291,10059776,289,True,6.669651943822512,1.0144959688186646,126.89472198486328,1739.2890625,0.6710720062255859,121.49241638183594,2.0406079292297363,1.8999680280685425,0.4204480051994324,124.20409631729126,1117.63671875,2611.42578125,3.841248035430908,1107.1541748046875,2.163072109222412,3.9618239402770996,0.4304960072040558,190.7998046875,184.2389373779297,128.3299560546875,,,,,,,113.41100186109543,173721600,67108864,2.588653564453125,29.511295318603516,,0.005967915058135986,0.32296963036060333,64.75942209362984,12.844156473875046
131072,4,8,64,64,64,128,bf16,cuda,True,71.27494923770428,71.21232524514198,3.307826817035675,geometric,17,5219,4913,65536,65536,1508291,20119552,289,True,13.339303887645023,1.9870400428771973,131.7499542236328,2192.2890625,0.7204160094261169,122.37104034423828,3.3624958992004395,3.7415359020233154,0.8266239762306213,126.45395225286484,1126.4532470703125,3224.3203125,4.20633602142334,1109.405029296875,3.5589120388031006,7.820223808288574,0.8445119857788086,,,133.1281280517578,,,,,,,112.96749860048294,173721600,134217728,1.2943267822265625,120.47321319580078,,0.006424263119697571,0.329822301864624,62.49542906880379,8.353637531399727
262144,4,8,64,64,64,128,bf16,cuda,True,433.2793280482292,432.29914270341396,25.0165406614542,geometric,23,12719,12167,131072,131072,6728351,72482816,529,True,10.772745952165694,4.007264137268066,551.2849731445312,4972.02197265625,1.6173759698867798,533.1647338867188,6.668191909790039,7.428383827209473,1.6345280408859253,541.4503017663956,,,,,,,,,,555.0608520507812,,,,,,,119.89600211381912,423321600,268435456,1.576995849609375,502.44451904296875,,0.00733695924282074,0.7592905312776566,375.7736384868622,55.67409656941891
