accuracy,binding_gap_pp,complete,d,elapsed_seconds,eval_loss,exact_accuracy,family,last_value_accuracy,load,majority_value_accuracy,other_entity_value_accuracy,parameters,query_blind_oracle_accuracy,seed,sequence_length,stage,steps,task,test_sha256,trainable_parameters,validation_sha256,width
0.0609130859375,0.10172526041666721,True,4,27.18088070768863,2.776838457211852,0.0,mamba2,0.09234619140625,32,0.10943603515625,0.05989583333333333,272688,0.14947509765625,123,256,main500,500,state,015d623b80dd1d8191dfc58b21ba32be6d020f3fe1977a73b857d2fabba3d536,240944,8222e0a7de0882e921136491066ccccc7ece80103bd90df2d65d648e4703fef4,64
0.69873046875,61.07584635416667,True,1,10.455804422032088,1.1299854354001582,0.214599609375,gdn,0.29669189453125,4,0.2149658203125,0.08797200520833333,39592,0.3360595703125,123,64,main500,500,state,e03c1d91b9ecafde92ac67195a18197a96609c2b1b698472335b5adb2205ebea,39592,b3b487313f7c82e2fa6483c9f7c6752a333d7bbedc25a3de47bd863ef1e04bf9,64
0.17694091796875,6.168619791666668,True,2,25.50658461963758,2.4474445562809706,0.0,gdn,0.29669189453125,4,0.2149658203125,0.11525472005208333,46548,0.3360595703125,123,64,main500,500,state,e03c1d91b9ecafde92ac67195a18197a96609c2b1b698472335b5adb2205ebea,46548,b3b487313f7c82e2fa6483c9f7c6752a333d7bbedc25a3de47bd863ef1e04bf9,64
0.09698486328125,0.04272460937500093,True,3,26.629803107120097,2.7131357826292515,0.0,gdn,0.29669189453125,4,0.2149658203125,0.0965576171875,54328,0.3360595703125,123,64,main500,500,state,e03c1d91b9ecafde92ac67195a18197a96609c2b1b698472335b5adb2205ebea,52792,b3b487313f7c82e2fa6483c9f7c6752a333d7bbedc25a3de47bd863ef1e04bf9,64
0.06207275390625,0.048828125000000576,True,4,27.286539752036333,2.7763779181987047,0.0,gdn,0.29669189453125,4,0.2149658203125,0.06158447265624999,58724,0.3360595703125,123,64,main500,500,state,e03c1d91b9ecafde92ac67195a18197a96609c2b1b698472335b5adb2205ebea,55396,b3b487313f7c82e2fa6483c9f7c6752a333d7bbedc25a3de47bd863ef1e04bf9,64
0.4598388671875,36.59464518229167,True,1,16.569055301020853,1.725569298490882,0.0361328125,gdn_current,0.29669189453125,4,0.2149658203125,0.09389241536458331,39592,0.3360595703125,123,64,main500,500,state,e03c1d91b9ecafde92ac67195a18197a96609c2b1b698472335b5adb2205ebea,39592,b3b487313f7c82e2fa6483c9f7c6752a333d7bbedc25a3de47bd863ef1e04bf9,64
0.826171875,72.55452473958334,True,2,28.556331290048547,0.750139940995723,0.425537109375,gdn_current,0.29669189453125,4,0.2149658203125,0.10062662760416666,46548,0.3360595703125,123,64,main500,500,state,e03c1d91b9ecafde92ac67195a18197a96609c2b1b698472335b5adb2205ebea,42452,b3b487313f7c82e2fa6483c9f7c6752a333d7bbedc25a3de47bd863ef1e04bf9,64
0.83587646484375,74.090576171875,True,3,39.570730990031734,0.7405126129742712,0.453125,gdn_current,0.29669189453125,4,0.2149658203125,0.094970703125,54328,0.3360595703125,123,64,main500,500,state,e03c1d91b9ecafde92ac67195a18197a96609c2b1b698472335b5adb2205ebea,48696,b3b487313f7c82e2fa6483c9f7c6752a333d7bbedc25a3de47bd863ef1e04bf9,64
0.85443115234375,76.63981119791667,True,4,30.823019101982936,0.6764145258348435,0.513671875,gdn_current,0.29669189453125,4,0.2149658203125,0.08803304036458333,58724,0.3360595703125,123,64,main500,500,state,e03c1d91b9ecafde92ac67195a18197a96609c2b1b698472335b5adb2205ebea,51300,b3b487313f7c82e2fa6483c9f7c6752a333d7bbedc25a3de47bd863ef1e04bf9,64
0.1795654296875,0.012207031250001485,True,1,32.808692649006844,2.539636354893446,0.0,mamba2,0.29669189453125,4,0.2149658203125,0.179443359375,74480,0.3360595703125,123,64,main500,500,state,e03c1d91b9ecafde92ac67195a18197a96609c2b1b698472335b5adb2205ebea,74480,b3b487313f7c82e2fa6483c9f7c6752a333d7bbedc25a3de47bd863ef1e04bf9,64
0.095703125,-0.08951822916666578,True,2,18.43919331021607,2.700485086068511,0.0,mamba2,0.29669189453125,4,0.2149658203125,0.09659830729166666,84912,0.3360595703125,123,64,main500,500,state,e03c1d91b9ecafde92ac67195a18197a96609c2b1b698472335b5adb2205ebea,84912,b3b487313f7c82e2fa6483c9f7c6752a333d7bbedc25a3de47bd863ef1e04bf9,64
0.0806884765625,-0.18310546874999925,True,3,19.538398223929107,2.7225289903581142,0.0,mamba2,0.29669189453125,4,0.2149658203125,0.08251953125,116032,0.3360595703125,123,64,main500,500,state,e03c1d91b9ecafde92ac67195a18197a96609c2b1b698472335b5adb2205ebea,109888,b3b487313f7c82e2fa6483c9f7c6752a333d7bbedc25a3de47bd863ef1e04bf9,64
0.17791748046875,0.3763834635416682,True,4,20.01650535594672,2.5646741315722466,0.0,mamba2,0.29669189453125,4,0.2149658203125,0.17415364583333331,133616,0.3360595703125,123,64,main500,500,state,e03c1d91b9ecafde92ac67195a18197a96609c2b1b698472335b5adb2205ebea,120304,b3b487313f7c82e2fa6483c9f7c6752a333d7bbedc25a3de47bd863ef1e04bf9,64
0.0635986328125,-0.030517578124999424,True,1,12.927269889041781,2.7765482384711504,0.0,gdn,0.07855224609375,64,0.093505859375,0.06390380859375,39592,0.12017822265625,123,448,main500,500,state,68eaeebd9e7c1d2e3e88c4242eb746d5e87aa617567a69c4326a40b279fe376c,39592,57a7c14a963bc0c6e738022239eedb3f4e964351ea616ee5f14b043bffbda2b5,64
0.06280517578125,-0.03458658854166609,True,2,36.41065568616614,2.7785230297595263,0.0,gdn,0.07855224609375,64,0.093505859375,0.06315104166666666,49148,0.12017822265625,123,448,main500,500,state,68eaeebd9e7c1d2e3e88c4242eb746d5e87aa617567a69c4326a40b279fe376c,49148,57a7c14a963bc0c6e738022239eedb3f4e964351ea616ee5f14b043bffbda2b5,64
0.06494140625,0.15462239583333387,True,3,33.560659036040306,2.7775618992745876,0.0,gdn,0.07855224609375,64,0.093505859375,0.06339518229166666,61600,0.12017822265625,123,448,main500,500,state,68eaeebd9e7c1d2e3e88c4242eb746d5e87aa617567a69c4326a40b279fe376c,59552,57a7c14a963bc0c6e738022239eedb3f4e964351ea616ee5f14b043bffbda2b5,64
0.0626220703125,-0.12613932291666613,True,4,41.744786395225674,2.777362834662199,0.0,gdn,0.07855224609375,64,0.093505859375,0.06388346354166666,93492,0.12017822265625,123,448,main500,500,state,68eaeebd9e7c1d2e3e88c4242eb746d5e87aa617567a69c4326a40b279fe376c,85556,57a7c14a963bc0c6e738022239eedb3f4e964351ea616ee5f14b043bffbda2b5,64
0.064453125,0.09358723958333393,True,1,14.284755302011035,2.776483217254281,0.0,gdn_current,0.07855224609375,64,0.093505859375,0.06351725260416666,39592,0.12017822265625,123,448,main500,500,state,68eaeebd9e7c1d2e3e88c4242eb746d5e87aa617567a69c4326a40b279fe376c,39592,57a7c14a963bc0c6e738022239eedb3f4e964351ea616ee5f14b043bffbda2b5,64
0.06182861328125,-0.1749674479166661,True,2,35.14488089096267,2.7762842290103436,0.0,gdn_current,0.07855224609375,64,0.093505859375,0.06357828776041666,49148,0.12017822265625,123,448,main500,500,state,68eaeebd9e7c1d2e3e88c4242eb746d5e87aa617567a69c4326a40b279fe376c,45052,57a7c14a963bc0c6e738022239eedb3f4e964351ea616ee5f14b043bffbda2b5,64
0.06463623046875,0.0732421875000006,True,3,39.4998581019463,2.77662406116724,0.0,gdn_current,0.07855224609375,64,0.093505859375,0.06390380859375,61600,0.12017822265625,123,448,main500,500,state,68eaeebd9e7c1d2e3e88c4242eb746d5e87aa617567a69c4326a40b279fe376c,55456,57a7c14a963bc0c6e738022239eedb3f4e964351ea616ee5f14b043bffbda2b5,64
0.06524658203125,-0.03662109374999942,True,4,42.55979543400463,2.7754914443939924,0.0,gdn_current,0.07855224609375,64,0.093505859375,0.06561279296875,93492,0.12017822265625,123,448,main500,500,state,68eaeebd9e7c1d2e3e88c4242eb746d5e87aa617567a69c4326a40b279fe376c,81460,57a7c14a963bc0c6e738022239eedb3f4e964351ea616ee5f14b043bffbda2b5,64
0.06427001953125,0.06510416666666721,True,1,9.199146213009953,2.77522374689579,0.0,mamba2,0.07855224609375,64,0.093505859375,0.06361897786458333,74480,0.12017822265625,123,448,main500,500,state,68eaeebd9e7c1d2e3e88c4242eb746d5e87aa617567a69c4326a40b279fe376c,74480,57a7c14a963bc0c6e738022239eedb3f4e964351ea616ee5f14b043bffbda2b5,64
0.0645751953125,0.018310546875000562,True,2,26.011727201752365,2.7753479089587927,0.0,mamba2,0.07855224609375,64,0.093505859375,0.06439208984375,95312,0.12017822265625,123,448,main500,500,state,68eaeebd9e7c1d2e3e88c4242eb746d5e87aa617567a69c4326a40b279fe376c,95312,57a7c14a963bc0c6e738022239eedb3f4e964351ea616ee5f14b043bffbda2b5,64
0.06427001953125,0.07324218750000054,True,3,25.011949501000345,2.7751144990324974,0.0,mamba2,0.07855224609375,64,0.093505859375,0.06353759765625,145120,0.12017822265625,123,448,main500,500,state,68eaeebd9e7c1d2e3e88c4242eb746d5e87aa617567a69c4326a40b279fe376c,136928,57a7c14a963bc0c6e738022239eedb3f4e964351ea616ee5f14b043bffbda2b5,64
